component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Airbag,M-707,45.46,4.54,134.47,7.73,162.89,2,42.17,195.55,99.98,0
Steering,M-885,38.03,3.5,247.98,47.83,85.71,6,56.67,251.53,85.57,1
Occupant Safety,M-786,78.53,2.96,180.44,45.22,79.86,1,88.94,306.6,87.29,0
Steering,M-188,55.56,2.28,204.04,10.57,188.72,0,88.13,106.59,85.13,0
Airbag,M-164,71.55,1.05,216.5,40.96,142.17,2,38.0,228.32,90.93,0
Occupant Safety,M-464,80.74,3.02,236.64,25.05,107.78,3,80.78,329.16,81.73,0
Airbag,M-445,38.98,3.29,204.01,11.69,188.91,1,54.58,88.44,95.47,0
Occupant Safety,M-243,76.55,3.14,110.48,35.52,120.8,3,32.77,340.05,82.49,0
Occupant Safety,M-420,31.6,1.73,104.06,39.65,102.6,0,87.01,177.94,84.36,0
Seat Belt,M-465,27.75,3.89,50.61,43.9,142.53,6,45.6,268.34,98.82,1
Occupant Safety,M-371,46.55,1.64,188.83,31.14,183.58,0,69.19,179.23,90.54,0
Steering,M-532,40.2,0.97,93.21,40.0,165.62,0,32.11,234.17,86.73,0
Seat Belt,M-883,90.08,1.72,138.18,34.31,162.28,3,73.93,255.79,90.92,0
Airbag,M-299,59.32,4.95,226.77,6.97,122.51,1,65.81,107.51,91.8,0
Steering,M-728,40.61,4.67,163.43,5.32,155.16,3,47.36,366.83,99.89,0
Airbag,M-306,97.02,1.15,247.97,20.78,91.41,1,71.56,350.77,85.44,0
Seat Belt,M-560,73.14,3.65,118.41,24.77,70.04,3,34.03,152.79,86.07,0
Airbag,M-334,81.77,1.56,148.48,48.85,180.09,4,74.91,91.2,88.86,1
Seat Belt,M-821,94.22,4.26,120.32,17.26,100.36,4,33.54,248.65,94.83,1
Occupant Safety,M-982,61.94,0.43,123.25,5.16,138.59,0,63.82,296.12,84.18,0
Steering,M-473,65.19,2.0,50.52,34.16,175.47,0,55.77,83.63,81.14,0
Seat Belt,M-763,55.99,1.07,120.28,12.25,75.7,0,88.76,226.19,82.25,0
Steering,M-572,53.97,4.74,71.13,10.59,72.1,4,39.1,328.13,91.2,0
Seat Belt,M-906,28.02,4.59,111.12,35.92,80.52,4,69.64,288.32,96.59,0
Seat Belt,M-712,82.26,3.06,170.56,10.49,94.11,4,87.0,119.49,90.3,0
Airbag,M-117,48.08,1.68,169.46,7.34,128.36,0,62.38,262.77,98.09,0
Steering,M-602,39.79,1.69,87.96,41.12,52.03,1,68.52,297.81,97.42,0
Seat Belt,M-140,38.45,0.9,95.09,33.42,151.77,0,72.94,141.76,98.6,0
Occupant Safety,M-354,33.74,1.98,156.38,16.76,171.22,0,73.01,268.92,97.63,0
Steering,M-792,74.79,3.21,75.41,20.94,92.51,3,34.62,329.82,85.93,0
Occupant Safety,M-310,33.56,2.59,156.85,46.22,148.43,3,51.73,207.16,92.48,0
Occupant Safety,M-755,81.03,4.28,208.53,28.45,79.46,5,77.59,248.37,82.47,1
Steering,M-365,45.13,4.95,196.47,31.01,186.41,4,64.2,356.13,94.65,0
Airbag,M-323,87.02,4.97,150.47,44.65,127.96,6,46.8,80.94,89.54,2
Steering,M-315,67.35,2.37,228.69,39.87,123.24,0,37.18,177.38,95.0,0
Seat Belt,M-178,98.76,3.91,97.96,16.64,72.26,4,33.07,238.94,96.03,0
Steering,M-431,59.11,2.54,209.78,24.03,167.23,0,26.75,284.96,81.02,0
Seat Belt,M-985,27.25,1.88,99.0,16.67,145.37,0,80.22,293.7,94.45,0
Occupant Safety,M-478,47.16,1.2,153.56,19.93,100.24,0,81.49,102.84,87.21,0
Airbag,M-750,57.89,1.63,138.65,30.86,183.73,0,75.22,182.62,83.59,0
Airbag,M-849,47.12,2.45,224.27,38.33,171.48,0,40.06,132.99,82.17,0
Occupant Safety,M-131,54.46,1.11,231.46,22.09,188.67,0,85.34,92.77,88.61,0
Seat Belt,M-799,48.49,4.89,163.11,6.89,132.6,3,49.79,316.93,86.38,0
Steering,M-600,48.74,3.96,207.19,23.43,144.38,2,83.38,237.18,86.11,0
Seat Belt,M-491,68.12,4.21,179.01,49.39,120.21,4,60.76,347.47,90.61,1
Steering,M-187,34.2,3.49,132.39,30.41,150.51,1,52.92,310.1,97.05,0
Steering,M-323,37.22,4.34,109.27,37.98,145.42,4,60.76,223.14,96.36,0
Seat Belt,M-846,47.04,0.59,191.44,17.88,157.5,0,82.7,134.03,84.09,0
Airbag,M-763,90.54,4.7,233.22,16.66,91.82,6,37.29,105.93,90.1,2
Occupant Safety,M-949,96.43,4.25,182.1,27.8,69.34,3,40.17,224.3,81.19,1
Occupant Safety,M-917,98.93,0.78,215.06,13.98,159.9,1,24.37,200.22,90.17,0
Steering,M-710,37.05,3.93,116.15,19.17,127.66,3,47.93,290.28,86.72,0
Airbag,M-608,73.97,1.11,83.28,47.97,52.14,3,33.29,233.2,86.87,0
Seat Belt,M-488,28.57,1.78,218.56,11.93,143.21,0,52.62,211.15,99.01,0
Steering,M-135,99.5,1.78,132.32,49.33,126.22,3,61.87,149.13,82.52,1
Seat Belt,M-204,43.76,1.25,109.33,49.41,178.0,2,52.73,123.18,81.15,0
Airbag,M-842,28.86,1.18,242.24,5.37,75.85,0,50.61,68.36,86.58,0
Steering,M-289,60.25,0.81,85.2,41.16,99.78,2,47.5,251.69,99.43,0
Seat Belt,M-112,54.47,3.78,187.18,25.87,54.69,4,22.05,342.7,99.36,0
Seat Belt,M-245,72.5,3.08,53.43,6.72,167.46,3,29.81,183.28,93.42,0
Airbag,M-519,88.79,1.51,82.99,34.48,121.65,3,72.41,305.25,98.14,0
Occupant Safety,M-484,93.66,4.93,57.43,17.46,124.29,2,84.48,308.65,84.44,1
Occupant Safety,M-360,67.68,4.96,230.44,46.78,126.3,4,84.63,90.36,92.76,1
Steering,M-308,94.74,2.51,70.3,49.13,108.58,5,64.44,147.47,84.89,1
Steering,M-139,58.61,4.25,156.9,49.4,63.27,5,34.85,268.43,92.0,1
Occupant Safety,M-818,71.79,0.57,89.05,49.79,158.98,3,21.87,265.87,89.05,0
Seat Belt,M-539,98.61,3.71,152.22,40.28,134.64,7,60.47,322.38,94.19,2
Occupant Safety,M-370,73.67,4.88,240.08,6.76,131.63,4,40.15,112.64,99.89,0
Airbag,M-571,70.53,2.59,63.0,47.31,87.12,3,77.68,328.04,85.85,0
Occupant Safety,M-279,90.31,4.67,78.45,43.02,101.7,7,86.87,184.33,87.63,2
Seat Belt,M-130,30.81,2.96,180.12,11.33,139.61,0,71.67,348.57,88.88,0
Seat Belt,M-297,92.78,3.42,156.53,13.13,108.21,5,40.98,57.01,91.01,0
Steering,M-789,80.04,1.94,175.8,31.43,61.13,2,69.41,189.61,88.36,0
Seat Belt,M-939,26.53,0.38,57.43,30.3,95.9,0,64.22,312.23,90.06,0
Airbag,M-263,69.08,1.24,136.72,11.88,50.05,0,34.96,294.24,89.97,0
Occupant Safety,M-572,59.76,3.52,163.44,30.91,148.42,2,53.34,192.37,81.91,0
Occupant Safety,M-643,62.96,2.53,121.01,9.09,179.64,0,32.01,72.4,89.86,0
Seat Belt,M-442,47.83,1.43,175.01,10.93,118.76,0,69.32,366.15,94.96,0
Occupant Safety,M-425,79.15,0.65,103.5,13.61,193.95,0,48.29,392.31,95.4,0
Airbag,M-634,47.08,0.85,104.14,38.81,126.37,0,77.05,235.43,87.13,0
Seat Belt,M-644,77.27,1.08,123.91,33.81,129.82,0,49.75,345.07,96.4,0
Airbag,M-424,25.12,0.75,89.56,9.91,84.28,0,77.77,315.21,91.31,0
Airbag,M-408,83.9,0.69,143.16,25.72,92.02,2,59.12,260.15,86.07,0
Steering,M-967,91.79,4.42,242.18,24.81,126.64,6,48.53,100.29,88.5,2
Airbag,M-910,39.33,4.45,171.56,24.69,116.94,4,51.55,137.63,81.73,0
Occupant Safety,M-956,85.17,2.44,233.02,20.97,187.69,1,52.14,261.25,98.58,0
Seat Belt,M-133,56.04,0.62,234.15,35.52,60.22,0,81.75,245.45,87.31,0
Steering,M-733,67.8,4.24,182.6,37.66,163.48,2,57.33,271.4,93.96,0
Airbag,M-741,57.73,2.87,95.06,20.6,134.25,0,80.73,336.44,90.53,0
Seat Belt,M-884,35.55,3.11,99.49,29.3,185.44,4,83.76,278.82,99.37,0
Airbag,M-916,29.1,1.06,103.34,27.1,143.14,0,57.07,152.33,93.26,0
Occupant Safety,M-336,83.81,1.58,83.95,41.88,173.02,4,83.94,315.09,89.31,1
Seat Belt,M-450,60.38,2.64,177.03,9.46,121.5,0,78.05,235.33,87.04,0
Airbag,M-187,39.87,2.68,241.71,36.72,110.44,0,74.19,106.32,99.43,0
Steering,M-813,33.55,2.47,132.36,46.79,97.6,2,55.07,202.0,87.05,0
Occupant Safety,M-743,85.34,2.21,237.99,5.4,134.46,1,78.84,215.5,97.56,0
Airbag,M-651,72.55,1.06,107.17,46.02,182.37,1,34.92,340.13,88.14,0
Seat Belt,M-531,38.85,1.2,122.51,48.46,74.06,2,51.48,127.84,93.69,0
Steering,M-827,92.56,2.96,206.29,41.25,178.73,3,76.48,285.02,91.66,1
Seat Belt,M-258,30.43,2.81,172.9,22.26,86.9,0,36.34,226.51,97.95,0
Steering,M-637,87.05,0.28,105.81,28.79,87.21,1,37.58,325.45,98.15,0
Seat Belt,M-121,36.78,2.81,88.94,43.96,151.39,3,65.08,227.51,83.19,0
Occupant Safety,M-543,76.31,1.42,53.23,46.86,147.65,2,55.45,89.59,82.47,0
Airbag,M-319,31.08,3.5,90.63,46.33,52.84,5,27.59,289.07,99.21,0
Seat Belt,M-702,62.47,1.41,247.44,6.41,132.0,0,42.72,374.83,83.98,0
Occupant Safety,M-661,70.84,4.01,248.27,25.23,136.97,3,29.34,380.55,83.43,0
Steering,M-724,44.87,2.46,208.08,25.13,108.72,0,78.48,336.79,91.42,0
Occupant Safety,M-417,69.57,0.52,129.19,30.15,134.07,0,60.31,114.83,85.76,0
Occupant Safety,M-565,84.47,1.47,163.07,26.25,141.43,2,36.83,192.97,81.82,0
Steering,M-181,60.18,2.07,65.46,36.19,122.28,0,39.64,133.46,81.99,0
Airbag,M-648,72.08,2.22,73.42,35.96,116.46,0,21.42,198.11,85.28,0
Airbag,M-515,59.57,2.07,130.9,42.51,189.35,2,32.98,334.03,98.88,0
Steering,M-608,39.67,4.86,83.29,7.83,184.99,1,82.96,197.96,99.17,0
Seat Belt,M-716,62.65,0.2,53.25,5.36,55.53,0,42.42,203.98,84.05,0
Seat Belt,M-941,99.42,4.4,185.57,43.12,60.43,8,58.82,341.17,98.7,2
Occupant Safety,M-754,45.91,0.48,204.46,10.14,68.8,0,38.22,397.25,90.0,0
Airbag,M-177,39.11,2.92,159.75,7.28,132.83,0,60.23,163.22,81.85,0
Steering,M-481,46.01,3.68,154.95,41.83,154.07,3,76.48,186.13,98.3,0
Occupant Safety,M-479,29.23,1.94,217.15,17.11,144.29,0,54.52,281.87,99.0,0
Steering,M-728,77.83,1.45,137.94,22.5,151.09,0,67.23,175.7,87.83,0
Seat Belt,M-773,96.07,3.73,202.53,23.04,73.22,4,83.87,167.82,84.33,0
Airbag,M-185,44.97,2.87,112.73,7.59,194.39,0,60.05,328.4,91.94,0
Occupant Safety,M-629,55.5,3.66,225.07,39.04,135.4,2,63.87,105.11,91.6,0
Airbag,M-415,52.51,3.14,181.39,37.16,190.4,2,31.97,57.79,86.36,0
Seat Belt,M-719,28.44,0.99,180.24,26.3,133.74,0,43.86,81.62,92.87,0
Occupant Safety,M-222,47.49,0.88,82.01,42.15,56.27,2,71.15,267.85,96.43,0
Airbag,M-201,93.8,1.27,205.85,24.09,60.18,3,85.11,246.56,88.28,0
Occupant Safety,M-489,77.28,1.44,117.88,34.54,85.62,0,50.67,243.49,82.04,0
Occupant Safety,M-196,46.64,0.24,153.42,28.73,194.57,0,82.59,291.3,90.41,0
Occupant Safety,M-489,43.29,3.69,167.9,37.13,128.62,3,74.91,99.96,82.31,0
Occupant Safety,M-502,98.55,4.65,96.68,11.0,134.97,4,50.78,317.3,88.93,1
Airbag,M-342,40.35,1.19,184.55,32.74,129.71,0,29.83,66.56,86.65,0
Occupant Safety,M-341,80.45,3.12,146.22,33.67,194.94,6,49.24,359.73,92.36,1
Occupant Safety,M-916,76.55,3.02,192.17,41.68,112.38,2,76.03,293.62,89.85,0
Occupant Safety,M-185,97.14,1.53,204.12,22.81,106.34,3,80.94,247.94,90.21,0
Seat Belt,M-723,58.44,1.02,140.83,17.11,102.39,0,28.64,54.58,92.11,0
Airbag,M-904,83.54,1.45,136.89,38.43,64.57,1,85.91,140.1,97.0,0
Occupant Safety,M-741,49.68,0.69,110.0,36.28,111.55,0,26.38,282.14,82.24,0
Steering,M-690,25.06,0.53,160.84,16.96,99.71,0,48.54,137.77,99.12,0
Airbag,M-814,30.7,0.81,174.91,10.16,147.69,0,88.71,300.22,86.03,0
Airbag,M-677,29.69,0.31,227.78,42.15,171.94,2,21.51,132.22,86.82,0
Airbag,M-254,56.67,0.8,199.39,42.05,111.9,2,22.95,175.55,89.3,0
Occupant Safety,M-121,31.59,3.12,71.8,13.97,59.41,1,53.36,62.98,82.7,0
Seat Belt,M-253,41.12,0.84,53.13,42.31,115.01,3,67.23,176.94,94.14,0
Steering,M-574,27.64,2.49,56.2,47.66,72.44,2,85.92,362.95,80.81,0
Seat Belt,M-359,73.65,1.23,142.6,48.27,194.55,1,48.23,206.16,87.61,0
Airbag,M-964,66.06,1.52,110.14,48.46,67.48,1,52.69,317.68,88.46,0
Steering,M-674,54.86,2.66,149.89,46.46,174.63,1,87.09,306.17,90.08,0
Airbag,M-358,74.57,1.0,135.47,12.91,72.59,0,54.99,364.76,96.32,0
Airbag,M-471,45.42,4.76,66.87,19.61,62.96,2,66.69,161.24,96.4,0
Seat Belt,M-296,94.02,3.95,171.53,23.35,84.61,4,80.46,192.4,87.0,0
Airbag,M-759,64.7,2.96,179.54,47.21,60.64,3,49.01,374.5,95.83,0
Steering,M-930,65.04,4.29,136.6,14.26,187.9,4,88.5,286.55,95.85,0
Steering,M-655,70.73,0.97,229.85,33.07,57.87,0,25.63,255.02,86.46,0
Occupant Safety,M-626,84.75,3.25,96.06,31.21,141.74,5,32.3,393.43,97.98,0
Steering,M-681,94.46,4.46,204.42,8.68,106.02,5,22.61,397.69,88.8,1
Airbag,M-397,66.6,4.2,208.68,14.04,104.37,4,78.82,292.25,92.18,0
Seat Belt,M-790,50.33,2.34,130.4,36.33,104.98,0,29.4,106.23,82.74,0
Steering,M-438,32.88,0.1,200.83,37.76,84.05,0,61.28,318.37,88.6,0
Seat Belt,M-165,95.03,1.31,125.33,27.71,137.78,1,82.52,179.85,83.93,0
Airbag,M-625,25.2,2.95,62.21,31.96,196.39,0,31.65,126.52,90.79,0
Occupant Safety,M-451,38.15,3.26,86.45,30.08,194.12,3,46.83,282.04,84.54,0
Steering,M-285,61.73,1.08,212.97,19.6,144.45,0,36.59,157.36,91.78,0
Airbag,M-611,85.49,1.42,141.18,44.99,69.34,6,62.35,59.49,89.17,2
Occupant Safety,M-501,47.15,2.07,135.14,47.55,90.35,2,56.78,263.34,91.32,0
Steering,M-380,52.91,2.08,98.44,21.5,143.02,0,78.75,172.67,93.65,0
Occupant Safety,M-477,65.51,1.03,181.1,37.02,77.96,0,80.12,161.74,89.34,0
Steering,M-786,51.09,4.48,234.68,45.02,95.52,4,69.64,59.29,95.29,1
Steering,M-114,35.53,4.55,111.44,26.04,114.06,4,77.77,79.94,84.05,0
Airbag,M-643,77.08,0.2,148.12,29.08,168.01,0,66.45,316.13,81.17,0
Seat Belt,M-622,76.19,0.65,201.58,9.66,96.18,0,30.67,255.94,91.73,0
Airbag,M-484,36.75,1.63,215.96,24.38,151.38,0,32.32,183.48,83.6,0
Airbag,M-380,62.51,4.14,134.96,12.91,194.25,3,59.68,265.74,88.01,0
Seat Belt,M-859,87.24,2.75,152.22,32.17,73.03,2,81.96,172.43,88.49,0
Steering,M-170,76.9,2.06,245.27,45.69,62.43,3,47.83,115.91,92.56,0
Occupant Safety,M-863,50.17,1.0,227.21,14.47,178.42,0,72.32,367.06,89.86,0
Occupant Safety,M-378,26.2,2.38,119.13,8.43,185.3,0,41.06,241.26,91.18,0
Airbag,M-374,58.34,3.02,99.16,22.49,172.64,4,27.98,161.76,83.89,0
Occupant Safety,M-487,31.86,1.28,78.18,33.33,61.13,0,58.09,174.2,82.81,0
Airbag,M-320,84.0,3.78,232.07,8.51,96.61,4,33.72,353.44,93.62,0
Seat Belt,M-111,98.13,3.76,200.02,16.59,118.92,2,53.04,236.17,88.65,0
Airbag,M-138,48.58,1.56,91.19,43.37,133.79,1,41.13,80.29,83.78,0
Occupant Safety,M-227,89.74,2.84,175.84,22.13,143.73,1,29.21,182.53,81.62,0
Occupant Safety,M-594,79.12,3.38,111.2,47.7,157.52,4,67.32,186.34,87.77,0
Airbag,M-468,46.75,3.08,120.85,6.43,66.06,3,82.37,249.32,88.33,0
Airbag,M-861,42.65,1.3,144.95,37.53,172.05,0,49.16,167.75,92.15,0
Airbag,M-640,87.03,0.52,124.59,49.73,121.53,4,61.46,62.31,89.25,1
Steering,M-351,89.19,2.92,105.97,14.18,173.01,3,70.21,236.61,94.42,0
Occupant Safety,M-911,82.05,3.9,138.21,41.74,131.29,5,77.59,183.63,86.06,1
Airbag,M-640,38.71,1.17,222.58,10.44,56.76,0,85.68,244.82,95.72,0
Steering,M-477,65.05,1.15,81.81,23.88,57.31,0,50.81,167.31,81.99,0
Steering,M-240,40.87,2.55,236.91,43.38,63.64,3,53.47,60.77,91.02,0
Steering,M-654,59.24,1.21,121.12,33.28,128.3,0,78.27,358.68,81.59,0
Seat Belt,M-183,48.9,4.86,84.01,45.01,86.41,4,43.5,85.23,98.16,1
Seat Belt,M-604,95.82,0.62,69.36,47.4,129.96,6,73.71,246.66,95.54,2
Steering,M-172,99.53,3.21,82.33,38.66,152.29,4,22.51,184.37,87.89,0
Airbag,M-396,56.6,0.29,148.58,30.42,137.95,0,69.64,358.03,82.55,0
Airbag,M-406,45.82,0.58,190.36,43.93,130.74,2,86.17,336.84,93.54,0
Seat Belt,M-724,77.76,0.11,135.71,16.35,180.27,0,48.03,394.27,85.51,0
Seat Belt,M-400,58.25,4.74,156.51,37.85,194.18,1,76.1,287.25,91.47,0
Occupant Safety,M-893,95.95,2.75,236.55,34.07,184.39,3,81.57,157.55,95.34,0
Occupant Safety,M-595,56.58,4.91,165.84,20.32,96.99,1,84.32,258.84,91.26,0
Occupant Safety,M-221,48.01,0.23,123.55,46.33,59.7,1,49.55,117.87,90.74,0
Airbag,M-857,29.52,2.4,139.95,15.66,93.57,0,75.49,385.77,91.3,0
Airbag,M-207,76.92,3.49,110.59,38.65,52.1,4,22.13,110.18,84.37,0
Steering,M-579,92.84,3.26,60.81,43.26,61.24,7,23.84,115.61,84.97,2
Seat Belt,M-922,94.93,2.78,216.71,16.77,136.31,3,71.88,73.86,95.05,0
Seat Belt,M-941,97.42,0.45,211.75,11.77,93.67,3,51.0,209.72,86.57,0
Airbag,M-379,94.55,0.42,243.93,18.73,128.51,1,22.39,320.19,95.01,0
Airbag,M-327,86.95,4.85,247.69,29.12,83.36,5,35.96,84.03,99.95,1
Seat Belt,M-571,56.01,3.79,194.19,34.44,168.41,1,25.44,238.1,84.92,0
Occupant Safety,M-209,29.71,3.64,142.07,48.69,64.15,4,45.78,313.39,95.46,0
Seat Belt,M-273,66.13,3.2,239.67,8.62,157.2,2,22.04,246.85,87.32,0
Seat Belt,M-133,71.4,0.49,237.8,47.55,85.74,2,54.0,174.19,97.31,0
Occupant Safety,M-330,76.17,0.73,156.54,26.72,160.6,0,61.26,110.6,80.44,0
Occupant Safety,M-378,82.09,4.44,87.05,47.62,108.3,6,66.02,139.26,97.28,2
Steering,M-304,87.79,2.87,177.97,22.26,72.57,3,48.42,375.92,94.65,0
Steering,M-514,40.89,1.88,174.61,45.34,176.94,1,70.02,388.34,98.32,0
Seat Belt,M-762,94.04,2.89,104.7,49.99,170.45,4,42.75,107.95,90.79,1
Seat Belt,M-340,91.46,2.64,155.36,24.97,160.16,3,38.59,136.13,81.44,0
Steering,M-189,76.66,1.45,176.62,34.25,121.59,0,89.23,309.98,89.43,0
Occupant Safety,M-663,81.69,1.87,108.56,30.69,180.92,1,86.98,78.56,99.65,0
Airbag,M-967,39.48,0.12,73.08,8.33,68.75,0,78.28,69.8,95.07,0
Occupant Safety,M-131,54.08,2.93,186.0,25.48,81.14,0,40.78,358.53,94.62,0
Seat Belt,M-508,39.5,0.1,108.86,18.15,115.12,0,76.4,163.14,99.61,0
Seat Belt,M-473,45.28,1.58,107.64,8.73,53.7,0,23.06,153.36,82.09,0
Occupant Safety,M-121,97.7,1.02,178.22,38.34,70.39,2,37.83,151.04,93.09,0
Occupant Safety,M-275,71.81,2.82,111.73,49.7,125.21,3,33.01,323.62,90.46,0
Occupant Safety,M-806,83.54,4.8,212.73,12.38,141.39,4,62.06,385.01,86.0,1
Airbag,M-659,90.13,4.27,218.14,47.2,118.56,7,30.41,84.18,94.46,2
Seat Belt,M-346,26.5,0.57,121.67,14.15,50.4,0,25.47,333.95,92.03,0
Seat Belt,M-756,30.43,0.28,97.18,17.07,85.16,0,87.73,325.06,84.05,0
Occupant Safety,M-820,80.27,4.03,202.66,49.16,91.93,5,39.15,215.86,99.92,2
Airbag,M-301,91.98,4.42,74.92,41.01,189.66,6,64.27,239.78,85.35,2
Steering,M-761,64.41,1.32,61.39,24.27,102.38,0,61.86,245.29,85.38,0
Steering,M-398,41.24,3.2,65.62,35.05,142.06,3,57.21,331.95,82.24,0
Seat Belt,M-506,57.04,3.81,134.83,9.41,61.0,1,89.88,169.42,85.24,0
Airbag,M-847,93.57,3.86,76.59,25.23,90.28,4,27.47,340.81,92.44,0
Occupant Safety,M-706,69.87,2.07,150.82,40.26,142.1,1,89.45,351.54,95.62,0
Steering,M-293,76.58,1.41,79.5,41.63,109.16,3,80.39,360.06,97.34,0
Seat Belt,M-700,88.63,0.72,240.22,23.48,85.15,3,70.74,323.57,93.0,0
Steering,M-276,85.14,4.3,74.99,6.8,165.05,2,80.29,296.82,97.79,1
Occupant Safety,M-437,82.09,1.11,157.86,37.17,86.0,3,56.1,187.76,95.33,0
Occupant Safety,M-964,65.02,3.96,69.86,23.11,171.98,3,52.85,185.94,93.82,0
Airbag,M-984,30.71,2.97,71.49,40.93,73.62,2,41.55,228.74,89.15,0
Steering,M-781,51.06,4.09,229.23,41.93,161.39,6,72.85,195.52,84.42,2
Occupant Safety,M-286,88.65,1.37,162.94,18.57,160.35,3,61.67,258.91,87.67,0
Steering,M-198,73.88,1.48,100.45,36.93,164.01,0,42.67,334.64,81.12,0
Seat Belt,M-469,94.24,0.33,98.92,30.52,118.18,3,64.49,56.8,85.03,0
Airbag,M-952,59.74,4.77,173.09,31.46,198.8,2,78.02,206.34,84.1,0
Airbag,M-787,61.15,3.99,249.6,36.91,183.45,2,78.19,211.51,93.11,0
Seat Belt,M-466,51.4,2.62,165.32,37.75,116.66,0,56.46,292.48,82.61,0
Occupant Safety,M-461,91.56,0.23,116.58,42.53,111.77,3,87.5,158.51,87.62,1
Seat Belt,M-542,91.3,4.96,111.75,15.4,86.03,7,82.34,197.88,85.83,2
Seat Belt,M-159,46.68,0.18,243.01,10.67,122.64,0,69.81,77.26,98.45,0
Occupant Safety,M-305,60.73,4.32,53.04,27.7,120.28,4,81.81,166.43,96.24,0
Steering,M-653,91.61,3.66,235.86,29.39,82.42,2,52.85,369.25,89.83,0
Steering,M-286,56.16,2.67,146.53,19.4,64.67,0,74.66,184.84,87.32,0
Seat Belt,M-428,70.6,3.92,165.06,11.07,188.82,4,54.53,164.63,87.23,0
Occupant Safety,M-354,53.46,1.32,200.04,41.32,157.04,2,55.68,182.91,86.12,0
Seat Belt,M-396,48.3,2.1,96.89,14.84,99.17,0,72.95,126.05,93.89,0
Occupant Safety,M-660,26.3,2.7,161.83,37.23,116.64,0,25.6,300.05,85.31,0
Occupant Safety,M-199,95.48,4.86,235.25,9.54,104.69,3,67.41,277.41,88.3,1
Airbag,M-508,77.01,1.14,202.92,30.99,193.92,0,63.94,178.12,82.19,0
Occupant Safety,M-128,92.61,2.64,169.94,8.71,196.72,3,33.92,66.27,92.41,0
Seat Belt,M-992,80.91,2.79,84.58,17.6,122.73,3,46.07,348.97,82.94,0
Seat Belt,M-761,79.42,1.97,92.82,30.87,96.75,0,88.6,380.5,93.96,0
Seat Belt,M-560,30.45,0.5,108.92,17.36,177.29,0,52.78,154.16,89.3,0
Steering,M-354,70.08,3.85,133.11,10.39,98.87,1,60.96,216.31,87.4,0
Seat Belt,M-220,85.33,0.46,67.75,28.87,197.44,1,73.36,59.39,82.74,0
Airbag,M-247,50.0,0.14,178.19,6.75,138.07,0,81.2,122.21,88.35,0
Steering,M-162,81.6,1.01,149.36,20.03,151.18,3,88.03,365.82,89.24,0
Occupant Safety,M-199,40.94,1.56,105.11,21.66,155.94,0,76.79,64.64,82.1,0
Airbag,M-612,36.18,4.78,65.22,37.42,129.8,1,23.79,273.21,97.57,0
Steering,M-994,76.25,1.23,57.22,32.47,160.27,0,67.11,310.97,87.47,0
Airbag,M-128,65.96,2.69,199.3,32.15,145.45,0,83.56,191.74,90.72,0
Airbag,M-224,93.16,3.7,73.12,14.28,185.15,5,43.88,217.05,82.85,0
Airbag,M-767,73.24,0.26,162.92,37.89,109.62,0,57.0,327.81,95.25,0
Occupant Safety,M-930,89.79,4.48,172.91,48.59,118.51,7,77.7,280.88,96.56,2
Seat Belt,M-440,36.35,2.15,106.89,30.63,194.3,0,47.25,113.04,98.62,0
Seat Belt,M-510,49.88,0.34,78.82,19.12,197.11,0,57.06,65.22,83.04,0
Airbag,M-285,30.25,2.79,96.94,36.36,127.15,0,42.99,85.65,88.02,0
Airbag,M-854,28.8,3.5,109.91,31.62,129.13,2,42.79,102.89,95.0,0
Occupant Safety,M-431,48.18,4.74,203.93,20.71,150.3,1,85.86,249.92,85.45,0
Seat Belt,M-157,88.8,4.77,127.79,41.05,161.08,7,89.91,76.63,83.75,2
Airbag,M-797,97.89,0.34,54.88,16.47,107.04,3,47.44,346.7,91.78,0
Occupant Safety,M-866,82.1,4.44,237.9,11.66,157.43,5,80.7,133.02,88.49,1
Occupant Safety,M-583,95.27,4.55,193.25,25.19,136.38,6,84.6,309.96,90.29,2
Seat Belt,M-658,48.99,4.71,92.06,40.92,179.11,3,78.54,139.08,95.84,1
Airbag,M-584,77.55,2.94,234.87,33.87,70.02,0,58.42,382.75,89.8,0
Occupant Safety,M-201,79.13,1.07,92.38,38.58,72.47,0,59.72,172.7,89.52,0
Steering,M-992,72.74,4.91,79.45,12.56,138.64,2,56.14,146.11,87.82,0
Occupant Safety,M-311,68.8,2.84,89.94,37.98,144.6,0,64.64,164.03,84.43,0
Steering,M-973,29.13,0.88,50.35,40.25,56.99,1,79.79,86.15,95.99,0
Seat Belt,M-959,44.6,2.38,214.28,22.46,160.99,0,25.91,183.21,90.29,0
Seat Belt,M-330,91.85,0.71,119.61,35.08,141.11,1,44.45,179.9,95.96,0
Seat Belt,M-311,85.38,4.04,121.7,46.15,136.46,7,69.33,71.51,94.46,2
Airbag,M-773,65.19,3.08,175.47,9.57,198.89,4,78.87,319.23,94.56,0
Steering,M-318,86.96,1.48,159.58,29.92,95.44,2,69.99,321.21,85.69,0
Occupant Safety,M-599,52.74,2.54,125.43,29.63,102.59,0,23.16,57.59,99.69,0
Steering,M-524,89.89,1.02,180.68,20.46,197.95,2,65.72,232.68,95.51,0
Seat Belt,M-326,53.71,2.11,212.9,45.11,143.31,1,38.12,388.25,90.77,0
