component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Steering,ST-109,79.03,1.83,177.21,39.05,57.22,1,53.54,335.24,97.34,0
Airbag,AB-106,48.71,1.7,223.22,16.32,112.77,0,70.48,195.34,93.41,0
Steering,ST-108,82.12,3.71,166.62,27.62,54.08,3,66.2,281.06,94.82,0
Seat Belt,SB-101,45.05,1.78,88.42,20.36,154.08,0,60.53,139.87,98.87,0
Seat Belt,SB-120,30.38,2.23,85.03,19.1,105.98,0,55.9,85.82,97.8,0
Occupant Safety,OS-111,36.6,1.11,116.94,32.03,116.56,3,43.58,180.07,94.5,0
Steering,ST-106,72.03,2.02,109.45,41.29,58.37,1,30.14,254.82,99.17,0
Airbag,AB-116,43.49,2.87,190.7,17.15,125.12,0,60.49,140.13,92.67,0
Airbag,AB-112,49.34,2.89,294.92,17.65,120.26,0,72.34,129.0,96.15,0
Occupant Safety,OS-105,41.82,2.22,94.68,15.7,113.57,3,74.44,127.3,92.99,0
Occupant Safety,OS-107,42.85,2.82,155.06,33.51,70.39,0,43.47,220.48,85.49,1
Steering,ST-116,67.29,3.06,109.51,24.77,112.43,2,60.65,293.9,91.07,0
Steering,ST-116,66.12,1.98,126.88,44.47,52.89,3,30.63,296.69,94.45,0
Seat Belt,SB-124,38.54,2.01,91.1,17.07,92.35,0,33.23,149.98,97.44,0
Seat Belt,SB-122,46.82,2.1,98.27,14.08,83.24,0,59.65,136.96,95.09,0
Occupant Safety,OS-111,64.99,2.78,108.43,29.95,64.12,2,61.95,225.02,94.15,0
Airbag,AB-109,59.13,2.03,269.28,16.67,80.35,0,46.04,186.59,93.89,0
Airbag,AB-102,71.03,1.45,249.4,21.23,83.61,0,65.22,191.15,90.56,0
Occupant Safety,OS-106,37.04,2.0,146.1,28.36,78.16,2,66.93,205.26,99.92,0
Airbag,AB-125,63.06,1.36,271.16,16.74,79.69,0,73.45,124.46,94.15,0
Steering,ST-121,51.63,1.01,120.19,33.95,70.09,0,63.6,310.49,93.02,0
Seat Belt,SB-116,49.19,1.76,112.48,20.7,102.2,0,66.3,146.32,96.28,0
Airbag,AB-108,43.0,1.84,289.54,20.93,144.34,0,51.0,136.46,96.9,0
Airbag,AB-116,69.27,2.18,199.46,21.73,104.95,0,71.18,160.19,90.86,0
Airbag,AB-117,69.7,1.06,233.63,27.56,66.16,0,60.43,162.18,91.93,0
Steering,ST-117,66.68,2.33,125.94,32.77,116.32,0,52.7,250.92,95.93,0
Seat Belt,SB-118,50.22,1.18,99.15,12.59,175.99,0,63.53,99.81,93.34,0
Steering,ST-112,79.21,1.13,176.09,26.43,87.29,1,65.05,320.45,92.24,0
Occupant Safety,OS-122,50.97,2.19,141.99,28.16,85.82,3,46.1,178.51,90.85,0
Airbag,AB-114,62.03,2.51,240.0,23.53,84.54,0,45.71,210.83,98.59,0
Airbag,AB-124,73.9,1.1,188.14,29.0,82.54,0,45.06,194.94,95.61,0
Seat Belt,SB-112,31.62,0.85,114.28,20.71,123.42,0,43.33,116.42,96.55,0
Seat Belt,SB-119,32.88,2.01,84.96,14.38,93.68,0,51.44,146.12,97.6,0
Seat Belt,SB-124,45.12,0.6,98.95,13.93,137.44,0,62.38,145.01,95.8,0
Airbag,AB-108,71.77,2.68,294.48,28.05,111.56,0,66.18,123.54,96.58,1
Seat Belt,SB-101,56.85,1.79,111.79,14.89,114.3,0,44.48,109.22,93.06,0
Seat Belt,SB-121,58.03,2.45,117.25,18.06,100.36,0,32.54,104.22,95.96,1
Seat Belt,SB-118,48.55,2.41,105.32,11.77,94.19,0,32.37,131.32,93.44,0
Steering,ST-105,68.95,2.98,160.11,28.23,113.13,0,77.77,260.99,88.59,0
Occupant Safety,OS-103,50.08,3.14,138.45,19.11,74.19,3,73.94,122.99,89.37,0
Steering,ST-102,63.21,2.66,120.87,41.36,64.54,2,65.79,397.6,90.51,1
Airbag,AB-120,54.25,1.37,264.73,19.04,146.4,0,33.2,157.5,98.24,0
Airbag,AB-122,60.81,2.4,204.73,24.25,132.26,0,66.16,192.32,97.15,0
Occupant Safety,OS-110,68.96,1.78,106.42,20.12,111.69,1,52.6,208.84,94.87,0
Steering,ST-101,47.76,1.46,112.42,33.42,69.38,0,61.87,257.84,99.48,0
Occupant Safety,OS-115,56.74,2.92,98.95,26.96,90.57,0,53.06,195.64,98.53,0
Seat Belt,SB-114,43.46,2.24,89.46,13.25,83.6,0,57.0,113.46,98.28,0
Airbag,AB-108,51.71,2.62,258.82,16.67,78.63,0,31.99,179.66,90.07,0
Occupant Safety,OS-106,49.27,3.44,101.55,20.76,77.82,4,31.4,225.01,95.96,0
Seat Belt,SB-124,49.89,0.79,99.96,10.21,114.14,0,63.95,118.6,96.46,0
Seat Belt,SB-102,41.48,2.33,107.35,13.61,114.64,0,35.41,146.0,96.89,0
Steering,ST-123,82.92,3.54,169.01,44.31,56.18,8,52.78,354.56,89.78,2
Occupant Safety,OS-124,45.15,1.76,153.16,16.6,106.95,2,41.09,145.35,97.2,0
Steering,ST-121,76.29,2.4,139.92,23.44,112.68,3,36.24,300.69,89.81,0
Airbag,AB-105,65.78,1.69,268.11,21.24,67.27,0,60.87,158.25,95.98,0
Seat Belt,SB-103,31.35,0.7,84.89,13.38,148.11,0,50.51,116.2,96.47,0
Occupant Safety,OS-102,35.51,1.26,137.35,19.42,70.3,1,71.16,163.95,87.49,1
Steering,ST-113,77.78,3.86,123.6,43.25,77.03,7,78.33,362.06,90.68,2
Seat Belt,SB-121,47.03,1.71,87.73,18.33,140.43,0,43.75,117.66,96.65,0
Occupant Safety,OS-116,55.51,1.5,120.17,32.38,84.77,0,46.87,155.79,99.64,0
Seat Belt,SB-125,58.08,1.87,90.59,24.04,121.84,0,55.91,100.74,97.46,0
Seat Belt,SB-114,49.27,0.72,100.01,19.18,154.35,0,43.67,106.96,96.9,0
Steering,ST-117,64.18,3.81,129.08,28.16,110.11,4,54.17,323.94,90.38,0
Airbag,AB-111,64.9,2.19,208.13,20.8,147.35,0,59.71,195.78,93.84,0
Steering,ST-124,56.69,1.17,127.33,38.26,54.6,0,47.36,305.8,96.99,0
Airbag,AB-103,53.67,2.34,215.29,15.17,116.07,0,38.26,218.35,96.21,0
Steering,ST-108,67.07,3.58,134.21,33.25,62.84,1,52.1,311.23,99.98,0
Occupant Safety,OS-115,68.77,3.37,137.7,21.19,79.91,5,38.98,147.65,85.38,2
Seat Belt,SB-115,54.92,2.25,112.02,24.83,178.5,0,46.32,118.63,98.36,0
Occupant Safety,OS-113,57.22,2.49,156.04,21.41,95.7,2,71.0,167.72,92.26,0
Airbag,AB-120,68.18,1.4,247.42,29.67,136.63,0,58.02,170.98,90.02,0
Steering,ST-104,63.47,2.73,111.62,23.58,106.34,0,69.23,264.54,91.74,0
Occupant Safety,OS-105,45.48,2.4,131.08,24.33,110.17,0,77.09,197.81,97.52,0
Steering,ST-107,62.53,2.79,165.0,39.55,86.14,0,52.13,304.77,91.57,0
Airbag,AB-125,59.45,2.29,264.43,24.03,119.69,0,60.14,136.56,99.11,0
Steering,ST-113,82.63,2.69,136.97,43.04,50.09,5,75.56,298.95,91.12,0
Occupant Safety,OS-117,62.29,1.47,158.28,26.86,81.67,3,38.97,238.67,94.19,0
Airbag,AB-109,44.83,1.65,280.92,19.37,68.86,0,31.19,156.15,96.17,0
Steering,ST-123,51.7,3.42,152.5,31.42,54.49,4,67.23,380.23,98.75,0
Steering,ST-104,56.99,2.86,169.75,28.98,89.96,0,33.33,335.41,99.44,0
Seat Belt,SB-116,31.0,1.05,109.73,20.02,96.24,0,66.24,120.56,93.12,0
Seat Belt,SB-105,35.57,1.28,118.43,24.21,159.9,0,51.11,80.09,98.46,0
Occupant Safety,OS-117,53.25,1.6,105.54,19.5,80.13,0,78.58,151.83,93.22,0
Occupant Safety,OS-108,50.71,2.47,139.33,21.31,72.59,0,34.76,228.37,88.3,0
Occupant Safety,OS-123,61.71,1.64,92.3,32.51,131.78,3,78.9,210.87,93.36,0
Occupant Safety,OS-113,65.58,2.86,111.46,31.43,133.75,3,69.62,169.21,91.47,0
Steering,ST-125,75.42,3.41,140.72,23.19,109.2,4,52.15,272.29,94.53,0
Occupant Safety,OS-108,69.73,1.95,135.71,30.82,94.11,0,71.39,133.84,95.68,0
Seat Belt,SB-118,32.61,0.93,88.36,10.94,92.66,0,61.04,111.12,99.94,0
Occupant Safety,OS-102,41.25,3.41,116.22,19.63,77.47,2,65.27,178.24,96.18,0
Seat Belt,SB-125,44.88,1.5,105.89,23.53,163.37,0,43.08,81.11,92.65,0
Steering,ST-108,54.02,3.82,173.44,23.54,59.04,2,73.02,391.87,93.25,0
Airbag,AB-106,49.86,1.9,220.93,23.98,79.78,0,42.63,160.19,97.21,0
Steering,ST-114,84.43,2.79,157.85,42.44,115.56,4,30.83,395.79,99.89,1
Airbag,AB-117,58.37,2.17,199.07,17.0,82.84,0,74.12,142.33,91.82,0
Airbag,AB-108,63.6,2.66,286.67,19.8,102.08,0,57.35,167.59,94.38,0
Airbag,AB-121,54.59,1.97,216.23,22.46,119.2,0,68.45,191.4,98.92,0
Steering,ST-125,64.38,1.24,172.57,37.89,78.14,0,62.36,333.52,91.48,0
Occupant Safety,OS-106,41.26,1.26,103.26,19.02,106.53,1,56.31,165.9,95.66,0
Occupant Safety,OS-121,39.19,1.57,93.73,26.11,127.07,1,75.7,135.94,89.76,0
Airbag,AB-102,55.35,1.68,256.74,16.89,105.48,0,45.35,153.85,97.33,0
Occupant Safety,OS-123,35.1,1.32,101.38,19.63,71.28,1,61.13,193.13,90.0,0
Steering,ST-120,56.97,3.35,164.77,39.18,105.14,1,54.61,386.52,94.61,0
Seat Belt,SB-116,54.0,0.59,100.44,13.47,152.25,0,48.26,131.04,95.86,0
Occupant Safety,OS-118,65.04,2.58,113.44,22.62,122.12,3,59.12,195.99,90.08,0
Airbag,AB-123,70.0,2.46,202.88,23.46,129.22,0,49.07,191.15,94.48,0
Steering,ST-116,58.93,2.75,178.68,41.06,103.29,2,53.0,272.88,98.53,0
Steering,ST-106,71.96,1.3,105.37,34.76,75.09,0,33.21,342.68,90.7,0
Steering,ST-101,82.16,3.07,130.63,36.73,118.13,3,43.85,365.4,88.29,1
Occupant Safety,OS-109,36.78,2.91,92.9,29.2,117.54,0,33.63,219.75,93.92,0
Steering,ST-122,50.64,1.18,176.94,27.22,55.39,0,73.01,254.78,90.98,0
Steering,ST-116,78.11,1.63,124.28,23.73,68.76,3,43.56,314.05,93.73,0
Seat Belt,SB-111,43.55,1.83,89.1,23.46,135.11,0,61.61,130.79,92.43,0
Seat Belt,SB-111,49.71,2.34,81.09,19.84,88.32,0,59.56,134.12,93.67,0
Steering,ST-122,65.36,3.72,103.98,24.87,119.94,4,35.83,300.57,88.68,0
Seat Belt,SB-124,51.9,1.94,105.39,18.92,167.48,0,65.81,117.05,92.98,0
Steering,ST-118,50.71,3.71,155.63,28.35,110.96,1,70.95,262.02,95.41,0
Airbag,AB-121,66.49,1.51,193.44,22.97,88.91,0,43.32,151.19,95.82,0
Steering,ST-114,82.24,2.08,110.92,22.53,76.35,3,64.46,339.66,91.03,0
Airbag,AB-112,62.99,2.42,249.71,23.81,112.03,0,64.62,171.47,91.91,0
Airbag,AB-117,56.07,1.11,215.87,27.33,114.23,0,59.28,155.84,92.36,0
Seat Belt,SB-108,40.08,0.93,93.75,15.67,113.57,0,57.66,121.99,98.41,0
Occupant Safety,OS-115,42.61,2.12,137.05,29.4,83.0,3,77.12,138.85,93.28,0
Airbag,AB-115,54.12,1.05,220.04,16.78,149.02,0,73.71,123.67,93.91,0
Occupant Safety,OS-112,43.35,2.52,147.21,30.37,76.65,3,53.73,167.4,92.65,0
Occupant Safety,OS-120,44.16,3.4,158.68,15.64,76.59,3,47.25,213.46,85.65,1
Airbag,AB-112,72.54,1.36,228.01,22.43,148.08,0,51.62,185.33,90.53,0
Airbag,AB-113,46.54,2.69,274.6,21.88,85.5,0,56.88,178.22,90.95,0
Airbag,AB-121,65.29,2.92,191.25,24.2,140.21,0,40.51,162.65,90.06,0
Seat Belt,SB-116,37.77,1.6,118.62,18.64,112.75,0,32.83,129.17,99.12,0
Airbag,AB-118,70.73,1.37,193.12,26.36,60.08,0,47.72,182.14,94.5,0
Airbag,AB-104,65.71,1.59,299.76,29.42,134.32,0,64.87,170.63,90.3,0
Seat Belt,SB-121,60.0,0.56,110.69,22.83,131.83,0,55.17,106.24,99.85,0
Airbag,AB-110,61.04,1.33,236.29,23.58,75.23,0,55.64,132.25,97.52,0
Airbag,AB-110,66.56,1.79,212.62,19.28,125.65,0,58.6,175.5,97.18,0
Steering,ST-112,55.13,3.38,137.67,26.79,55.36,3,36.13,252.35,94.83,0
Occupant Safety,OS-113,67.1,2.15,147.49,16.1,106.85,0,35.39,151.79,90.0,0
Occupant Safety,OS-107,40.22,3.12,155.07,25.16,107.48,7,44.32,136.58,85.96,2
Airbag,AB-125,65.8,2.9,284.42,25.26,81.15,0,46.49,173.61,91.18,0
Steering,ST-112,77.08,2.16,106.52,44.85,115.03,2,64.42,257.68,96.89,0
Steering,ST-107,62.81,1.3,110.02,22.49,89.9,0,78.96,300.73,89.91,0
Steering,ST-106,76.63,1.12,178.1,34.12,115.39,2,47.61,260.25,89.38,0
Seat Belt,SB-120,38.96,1.53,106.83,15.23,158.88,0,69.87,135.97,96.14,0
Airbag,AB-108,57.16,2.39,200.28,26.29,101.39,0,51.9,168.08,90.66,0
Occupant Safety,OS-125,58.19,1.36,147.01,22.31,131.6,3,61.59,130.41,88.2,0
Occupant Safety,OS-101,61.14,2.16,129.26,17.99,121.02,0,49.16,229.51,94.68,0
Occupant Safety,OS-125,64.61,1.73,93.08,16.88,60.98,0,33.19,235.53,89.43,0
Occupant Safety,OS-122,43.47,1.19,147.47,24.06,81.73,0,75.38,149.05,92.79,0
Seat Belt,SB-105,55.61,2.24,92.52,23.46,157.81,0,37.15,139.57,96.6,1
Seat Belt,SB-119,53.85,0.63,119.48,14.29,122.28,0,48.86,128.07,99.95,0
Seat Belt,SB-110,40.4,0.56,117.51,14.83,93.99,0,49.08,95.92,93.65,0
Occupant Safety,OS-109,36.25,1.18,99.91,19.16,130.4,1,54.66,191.73,91.49,0
Steering,ST-111,79.05,1.85,155.35,30.28,83.06,2,77.67,300.72,98.51,0
Seat Belt,SB-115,35.1,1.15,91.84,22.8,172.87,0,31.79,86.43,96.76,0
Seat Belt,SB-109,51.65,2.1,87.66,19.67,100.07,0,63.44,111.84,93.86,0
Seat Belt,SB-114,38.86,1.48,110.99,18.78,82.42,0,52.35,134.81,96.06,0
Airbag,AB-105,50.98,1.07,198.4,22.4,66.29,0,34.65,126.21,99.84,0
Seat Belt,SB-111,35.41,0.6,91.3,21.2,97.32,0,51.66,137.96,94.83,0
Seat Belt,SB-119,45.46,1.88,102.96,11.23,159.36,0,33.43,120.57,93.0,0
Airbag,AB-115,45.12,2.45,186.41,21.48,88.86,0,59.73,126.15,95.16,0
Occupant Safety,OS-103,53.91,3.19,93.6,30.36,90.55,4,46.22,214.24,94.76,0
Airbag,AB-105,44.2,2.27,220.32,18.3,111.35,0,60.0,163.27,91.56,0
Seat Belt,SB-123,56.41,1.25,108.65,24.51,98.4,0,49.8,85.67,96.19,0
Airbag,AB-116,60.32,1.08,271.97,27.77,71.0,0,36.25,159.68,95.14,0
Airbag,AB-114,72.54,2.27,228.49,25.38,95.59,0,41.25,212.75,94.0,0
Seat Belt,SB-116,43.07,1.71,118.19,21.95,158.97,0,30.85,86.92,98.21,0
Airbag,AB-111,66.8,2.09,285.1,29.42,96.12,0,35.53,153.29,94.38,0
Steering,ST-124,82.78,3.01,143.17,41.72,78.34,7,30.7,332.56,93.88,1
Occupant Safety,OS-121,38.01,1.16,126.55,34.21,78.08,1,71.74,218.55,99.55,0
Steering,ST-110,57.84,2.92,175.62,29.39,94.8,0,57.14,360.17,94.61,0
Occupant Safety,OS-121,46.0,1.98,112.98,21.55,125.07,2,36.25,211.95,97.13,0
Occupant Safety,OS-102,39.38,2.22,145.46,27.25,121.92,2,47.01,216.76,91.51,0
Seat Belt,SB-101,43.2,1.94,109.27,15.69,146.91,0,47.17,102.46,95.23,0
Steering,ST-108,80.06,3.96,100.54,33.81,76.22,2,70.69,306.49,94.59,0
Occupant Safety,OS-112,52.34,1.73,139.8,28.47,134.84,1,42.55,120.92,93.26,0
Steering,ST-122,67.38,3.48,163.83,37.33,52.55,4,64.72,302.48,94.81,0
Airbag,AB-124,40.99,2.94,182.53,26.63,70.12,0,59.48,132.0,95.3,0
Airbag,AB-104,73.67,1.03,272.48,26.78,118.71,0,70.69,132.87,92.92,1
Seat Belt,SB-107,48.05,1.54,81.71,17.17,168.41,0,41.24,95.05,92.12,0
Occupant Safety,OS-125,46.48,3.16,115.95,19.31,125.4,6,61.31,234.47,96.25,1
Occupant Safety,OS-120,59.4,1.73,111.38,22.8,84.0,3,42.12,164.82,96.0,0
Occupant Safety,OS-106,35.97,1.55,92.46,15.73,88.13,1,59.28,172.14,99.83,0
Steering,ST-104,60.85,3.01,172.72,20.52,104.43,1,70.38,309.14,99.47,0
Seat Belt,SB-121,30.24,2.34,116.15,13.52,120.83,0,59.33,99.46,96.17,0
Steering,ST-115,67.99,2.64,174.47,20.92,70.5,0,39.99,281.28,94.33,0
Occupant Safety,OS-123,53.86,3.03,129.87,32.8,133.54,4,43.56,163.47,88.37,0
Seat Belt,SB-110,54.12,1.85,89.02,15.1,96.71,0,64.63,115.48,92.1,0
Airbag,AB-108,66.2,1.84,209.13,17.05,92.03,0,51.17,206.8,98.81,0
Airbag,AB-108,63.26,1.1,283.3,22.06,91.15,0,40.49,166.42,95.65,0
Steering,ST-101,49.15,3.61,140.23,24.49,82.61,4,33.01,390.71,93.98,0
Airbag,AB-107,48.24,2.17,223.81,19.51,143.25,0,68.51,217.21,97.89,0
Seat Belt,SB-116,45.68,2.29,102.67,16.54,98.95,0,67.63,86.45,97.22,0
Occupant Safety,OS-105,50.55,1.44,155.62,18.11,111.48,3,60.91,237.87,93.55,0
Seat Belt,SB-112,55.53,1.24,117.8,12.7,105.41,0,47.91,105.64,94.43,0
Steering,ST-113,45.02,2.25,142.6,41.76,69.37,3,56.28,325.14,90.83,0
Steering,ST-105,67.68,1.09,143.41,43.0,64.48,2,49.31,365.53,99.24,1
Occupant Safety,OS-107,64.43,3.29,107.01,23.58,123.77,3,76.84,171.85,86.74,1
Airbag,AB-117,57.17,1.24,254.59,26.39,133.76,0,49.78,182.78,95.6,0
Seat Belt,SB-119,36.45,1.84,89.44,23.51,140.56,0,43.98,138.76,93.96,0
Occupant Safety,OS-101,68.67,2.3,131.95,33.5,100.45,0,58.16,192.93,85.85,1
Occupant Safety,OS-107,48.23,1.68,128.29,33.63,108.05,2,60.82,232.08,91.77,0
Airbag,AB-123,43.35,1.23,267.29,24.2,112.55,0,61.73,200.76,97.82,0
Occupant Safety,OS-124,36.62,3.42,91.99,19.13,80.43,3,33.14,205.44,85.66,1
Occupant Safety,OS-121,38.16,2.69,152.6,20.26,67.82,3,67.94,233.63,89.58,0
Occupant Safety,OS-104,40.91,1.69,155.8,16.84,79.08,3,38.23,171.9,99.73,0
Steering,ST-107,47.52,2.46,153.16,32.83,54.07,0,31.83,312.11,98.16,0
Airbag,AB-122,71.61,2.46,295.56,20.87,65.61,0,55.82,208.71,91.7,1
Steering,ST-109,52.5,3.92,164.22,33.98,68.09,2,67.59,278.28,98.09,0
Occupant Safety,OS-124,42.88,1.14,105.02,23.43,123.75,1,54.5,153.14,91.41,0
Occupant Safety,OS-109,46.08,2.6,150.9,31.37,92.9,3,79.35,169.36,86.93,1
Airbag,AB-108,65.78,1.33,186.19,27.22,80.02,0,72.78,147.3,92.73,0
Occupant Safety,OS-101,65.96,2.57,112.87,20.62,112.05,1,41.7,175.26,87.6,1
Steering,ST-114,45.57,1.57,135.64,28.68,51.25,0,64.25,330.25,98.28,0
Seat Belt,SB-114,58.29,1.86,107.15,23.19,140.48,0,43.23,121.12,99.38,0
Occupant Safety,OS-119,62.87,2.27,125.21,20.53,96.24,3,44.79,129.17,98.85,0
Steering,ST-116,81.25,2.36,173.95,26.79,97.74,1,67.8,380.2,97.58,0
Seat Belt,SB-110,37.37,1.05,108.43,19.87,155.99,0,63.94,118.76,98.25,0
Steering,ST-125,84.12,4.0,173.25,39.78,69.42,4,61.16,385.95,89.19,1
Steering,ST-107,84.75,3.18,164.41,42.07,102.03,9,30.05,321.3,92.57,1
Airbag,AB-104,62.69,2.12,234.85,17.4,122.44,0,48.5,169.96,93.72,0
Steering,ST-115,49.07,3.83,157.07,25.78,78.61,2,68.81,276.63,97.15,0
Airbag,AB-117,59.69,1.34,249.05,17.04,99.23,0,63.22,204.84,99.97,0
Occupant Safety,OS-113,59.0,3.18,95.7,26.4,93.28,4,57.05,206.85,86.52,1
Steering,ST-116,57.1,3.47,162.39,35.63,96.9,4,45.12,383.05,88.74,1
Seat Belt,SB-112,44.49,1.14,99.86,21.91,100.53,0,46.96,115.8,95.4,0
Steering,ST-105,48.21,1.12,124.41,35.51,112.22,0,71.44,279.97,88.31,0
Occupant Safety,OS-119,62.98,1.94,96.12,21.13,117.21,0,40.19,239.8,89.96,0
Seat Belt,SB-110,51.17,2.16,108.23,14.16,120.94,0,64.1,97.45,92.65,0
Seat Belt,SB-119,38.23,0.66,110.62,20.25,165.25,0,35.98,109.28,98.34,0
Occupant Safety,OS-103,67.18,1.51,159.96,26.39,76.26,2,52.88,191.68,90.12,0
Steering,ST-116,49.92,3.2,129.41,44.05,66.18,5,34.54,392.28,90.11,1
Airbag,AB-122,61.18,2.74,261.6,25.08,75.82,0,30.15,129.81,99.9,0
Steering,ST-104,71.16,2.06,108.31,28.27,78.59,0,35.03,327.7,96.31,0
Occupant Safety,OS-120,41.73,1.01,140.8,19.72,97.2,3,44.41,241.86,94.44,0
Seat Belt,SB-116,36.59,1.64,88.0,23.62,93.49,0,48.19,120.38,99.2,0
Occupant Safety,OS-106,65.94,3.44,93.34,25.71,99.86,3,42.54,161.03,97.32,0
Airbag,AB-122,72.65,1.08,199.94,22.93,84.41,0,70.03,145.28,90.24,0
Occupant Safety,OS-117,63.33,3.11,107.4,21.61,76.87,5,68.29,249.21,95.81,1
Airbag,AB-122,66.44,2.9,218.71,23.31,82.94,0,46.97,146.62,96.3,0
Seat Belt,SB-105,58.83,2.41,93.62,21.07,128.16,0,36.72,86.68,94.52,1
Seat Belt,SB-103,43.57,2.16,105.43,13.46,175.5,0,67.42,84.26,92.2,0
Airbag,AB-109,54.51,2.11,229.05,17.75,124.36,0,74.5,165.86,99.45,0
Occupant Safety,OS-104,39.44,2.98,159.19,23.29,86.85,0,58.45,150.98,95.24,0
Occupant Safety,OS-107,46.95,1.69,98.84,16.82,91.81,2,38.63,149.02,89.15,0
Seat Belt,SB-102,45.37,0.84,81.33,22.54,162.12,0,58.68,130.33,97.34,0
Steering,ST-113,62.19,3.19,117.86,28.43,82.59,2,67.42,290.54,93.0,0
Steering,ST-111,55.77,2.25,108.59,40.41,75.27,3,43.56,350.8,98.87,1
Steering,ST-114,56.4,1.83,124.49,31.05,111.59,0,34.2,343.22,91.49,0
Seat Belt,SB-114,54.0,0.91,80.01,13.76,90.65,0,58.19,143.69,96.49,0
Occupant Safety,OS-104,64.49,1.86,120.53,15.91,65.21,2,36.0,202.21,88.46,0
Steering,ST-122,62.2,3.75,131.76,35.58,101.06,1,38.72,333.7,100.0,0
Occupant Safety,OS-119,45.14,2.12,93.87,33.56,117.7,1,50.43,226.06,90.7,0
Seat Belt,SB-122,33.24,2.46,109.84,19.82,136.02,0,31.58,82.76,97.16,0
Steering,ST-113,84.8,1.77,165.75,35.42,111.18,1,41.71,375.65,96.02,0
Occupant Safety,OS-124,43.55,1.76,137.29,17.35,113.04,1,51.61,174.96,90.2,0
Occupant Safety,OS-119,53.65,1.08,95.41,17.86,127.58,0,79.11,133.56,87.24,1
Occupant Safety,OS-102,59.81,3.34,94.54,31.43,108.82,6,66.11,246.74,99.3,1
Airbag,AB-120,59.33,1.15,266.49,17.36,118.6,0,65.08,162.16,98.72,0
Steering,ST-104,74.02,3.15,164.26,27.75,79.86,4,66.04,354.08,98.62,0
Airbag,AB-116,61.97,1.53,231.37,28.58,79.27,0,38.78,142.67,97.58,0
Airbag,AB-118,56.18,2.28,299.26,26.24,65.59,0,33.28,135.89,99.24,0
Airbag,AB-120,64.04,2.51,234.46,24.0,81.81,0,48.93,192.38,97.43,0
Steering,ST-124,52.42,1.04,143.44,42.65,108.04,2,75.69,333.59,94.06,0
Occupant Safety,OS-108,48.2,2.4,95.18,23.86,79.44,0,43.5,247.66,92.33,0
Seat Belt,SB-124,58.25,1.49,81.04,13.77,135.89,0,42.54,107.03,96.81,0
Airbag,AB-105,65.97,2.82,294.7,15.39,134.56,0,51.73,129.04,92.92,0
Seat Belt,SB-115,38.38,2.31,97.81,12.01,142.39,0,37.22,125.83,97.55,0
Seat Belt,SB-124,54.6,1.02,114.83,16.24,115.95,0,34.93,134.66,96.46,0
Steering,ST-113,84.17,3.32,156.86,39.65,71.99,7,56.15,368.83,99.69,1
Steering,ST-122,75.46,3.84,151.89,27.78,105.26,5,38.88,347.75,98.59,0
Seat Belt,SB-115,59.87,1.65,113.38,16.26,131.47,0,60.89,147.62,93.74,0
Airbag,AB-125,42.24,1.86,240.17,21.22,68.86,0,69.08,163.75,92.35,0
Steering,ST-114,70.71,1.89,106.03,32.1,50.57,0,36.63,296.87,94.43,0
Seat Belt,SB-101,35.5,0.82,93.25,21.01,154.17,0,47.05,97.81,92.39,0
Steering,ST-105,56.91,2.68,151.32,24.27,84.3,0,48.59,335.6,97.07,0
Steering,ST-101,50.62,1.48,164.53,32.86,68.27,0,75.69,314.92,98.73,0
Steering,ST-111,57.76,2.83,150.41,20.74,103.81,0,47.81,324.67,91.64,0
Steering,ST-106,60.09,2.92,121.78,28.2,56.05,0,64.33,370.05,98.34,0
Seat Belt,SB-118,44.88,1.9,97.57,11.11,141.3,0,61.77,92.82,98.25,0
Seat Belt,SB-106,32.7,2.09,115.08,18.34,121.03,0,47.48,92.1,97.89,0
Steering,ST-108,48.94,1.16,109.26,33.89,78.7,0,62.13,345.08,94.05,0
Airbag,AB-110,48.86,2.75,201.8,24.29,104.11,0,71.35,144.54,99.33,0
Steering,ST-109,61.55,3.77,163.54,39.46,63.76,3,49.65,336.77,95.06,0
Airbag,AB-106,45.99,2.04,241.75,24.33,131.32,0,36.12,202.88,90.64,0
Airbag,AB-119,50.81,2.58,277.34,18.19,100.84,0,61.35,164.54,97.18,0
Seat Belt,SB-117,46.38,1.53,89.44,10.59,139.34,0,40.71,127.36,97.73,0
Steering,ST-106,68.9,2.13,169.87,27.1,110.34,0,67.05,338.62,99.47,0
Airbag,AB-124,59.14,1.91,180.66,22.67,117.8,0,53.83,178.02,96.66,0
Airbag,AB-102,65.15,2.57,191.22,18.35,128.86,0,61.88,178.45,95.17,0
Steering,ST-115,49.19,2.8,158.64,43.07,99.52,1,35.03,390.81,94.78,1
Occupant Safety,OS-116,43.87,2.35,95.94,28.44,85.05,3,71.5,145.4,90.8,0
Steering,ST-103,53.46,1.47,155.02,31.31,68.34,0,55.14,304.93,99.39,0
Airbag,AB-111,57.19,2.34,192.39,18.22,78.58,0,32.88,125.84,94.24,0
Airbag,AB-101,60.35,2.42,259.47,21.25,98.48,0,32.69,189.75,99.17,0
Airbag,AB-103,74.59,2.39,247.02,23.69,141.65,0,70.44,170.68,92.98,0
Airbag,AB-106,46.52,2.87,298.71,24.9,92.63,0,45.7,219.18,94.96,0
Occupant Safety,OS-116,44.97,2.34,106.86,21.3,62.99,2,42.7,203.68,96.57,0
